1594071988.1039259433746338,-0.82375860,-0.35303940,-10.08123620
1594071988.1058957576751709,-1.80442360,-0.94143840,-8.82598500
1594071988.1079068183898926,-1.41215760,-1.21602460,-8.94366480
1594071988.1098642349243164,-1.45138420,-0.11767980,-10.43427560
1594071988.1118443012237549,-0.82375860,-0.31381280,-10.39504900
1594071988.1139290332794189,-0.82375860,-0.31381280,-10.39504900
1594071988.1158888339996338,-0.39226600,-0.39226600,-9.96355640
1594071988.1178774833679199,-1.29447780,-1.01989160,-9.29670420
1594071988.1198699474334717,-1.37293100,-0.43149260,-10.12046280
1594071988.1219091415405273,-1.37293100,-0.43149260,-10.12046280
1594071988.1240987777709961,-1.13757140,-0.78453200,-9.84587660
1594071988.1259381771087646,-0.82375860,-1.05911820,-9.45361060
1594071988.1279349327087402,-1.49061080,-0.74530540,-9.76742340
1594071988.1298656463623047,-1.25525120,-0.19613300,-10.31659580
1594071988.1318731307983398,-1.25525120,-0.19613300,-10.31659580
1594071988.1338529586791992,-0.62762560,0.07845320,-11.37571400
1594071988.1359183788299561,-0.74530540,0.23535960,-11.21880760
1594071988.1378576755523682,-0.90221180,-0.19613300,-10.63040860
1594071988.1399412155151367,-0.90221180,-0.19613300,-10.63040860
1594071988.1418302059173584,-1.56906400,-1.01989160,-9.61051700
1594071988.1437661647796631,-0.47071920,-0.62762560,-10.43427560
1594071988.1457762718200684,-1.41215760,-0.54917240,-10.19891600
1594071988.1478536128997803,-1.49061080,-0.66685220,-10.31659580
1594071988.1498060226440430,-1.49061080,-0.66685220,-10.31659580
1594071988.1518576145172119,-0.43149260,-0.23535960,-10.63040860
1594071988.1537604331970215,-1.88287680,-0.19613300,-9.92432980
1594071988.1557714939117432,-1.01989160,-0.23535960,-10.66963520
1594071988.1577594280242920,-1.01989160,-0.23535960,-10.66963520
1594071988.1597657203674316,-1.72597040,0.07845320,-11.02267460
1594071988.1617612838745117,-1.80442360,-1.05911820,-9.29670420
1594071988.1637597084045410,-1.13757140,-0.74530540,-9.72819680
1594071988.1658284664154053,-1.41215760,-0.50994580,-9.64974360
1594071988.1681513786315918,-1.41215760,-0.50994580,-9.64974360
1594071988.1698155403137207,-1.13757140,-0.62762560,-10.78731500
1594071988.1717641353607178,-1.56906400,-0.78453200,-9.96355640
1594071988.1737620830535889,-1.33370440,-0.66685220,-9.76742340
1594071988.1757771968841553,-1.33370440,-0.66685220,-9.76742340
1594071988.1777660846710205,-1.60829060,-0.43149260,-9.92432980
1594071988.1797640323638916,-0.50994580,-0.11767980,-10.90499480
1594071988.1817629337310791,-0.86298520,0.03922660,-10.82654160
1594071988.1837635040283203,-1.05911820,-0.31381280,-10.70886180
1594071988.1857686042785645,-1.05911820,-0.31381280,-10.70886180
1594071988.1877644062042236,-0.58839900,-0.70607880,-9.92432980
1594071988.1897640228271484,-1.25525120,-1.21602460,-9.33593080
1594071988.1917631626129150,-1.09834480,-0.78453200,-9.80665000
1594071988.1937627792358398,-1.09834480,-0.78453200,-9.80665000
1594071988.1957862377166748,-0.47071920,-0.47071920,-10.39504900
1594071988.1977655887603760,-1.45138420,0.15690640,-11.41494060
1594071988.1997637748718262,-1.45138420,-0.58839900,-10.19891600
1594071988.2017641067504883,-1.64751720,-0.62762560,-10.35582240
1594071988.2037632465362549,-1.64751720,-0.62762560,-10.35582240
1594071988.2057671546936035,-0.90221180,-1.52983740,-9.41438400
1594071988.2077653408050537,-1.01989160,-0.23535960,-11.45416720
1594071988.2097647190093994,-0.98066500,-0.23535960,-10.55195540
1594071988.2117643356323242,-0.98066500,-0.23535960,-10.55195540
1594071988.2137646675109863,-1.56906400,0.35303940,-11.02267460
1594071988.2157676219940186,-1.60829060,-1.33370440,-9.80665000
1594071988.2177643775939941,-0.78453200,-0.54917240,-10.39504900
1594071988.2197637557983398,-0.90221180,-0.62762560,-10.39504900
1594071988.2217643260955811,-0.90221180,-0.62762560,-10.39504900
1594071988.2237639427185059,-1.09834480,0.35303940,-11.53262040
1594071988.2257676124572754,-1.49061080,-0.43149260,-11.10112780
1594071988.2277653217315674,-1.09834480,-1.01989160,-9.80665000
1594071988.2297644615173340,-1.09834480,-1.01989160,-9.80665000
1594071988.2317643165588379,-1.33370440,-1.45138420,-9.29670420
1594071988.2337651252746582,-0.03922660,-1.01989160,-10.00278300
1594071988.2357766628265381,-0.66685220,-0.27458620,-10.78731500
1594071988.2377660274505615,-1.49061080,-0.43149260,-10.23814260
1594071988.2397649288177490,-1.49061080,-0.43149260,-10.23814260
1594071988.2417643070220947,-1.96133000,-1.05911820,-9.68897020
1594071988.2437644004821777,-1.29447780,-0.98066500,-9.41438400
1594071988.2457685470581055,-0.94143840,-0.74530540,-9.84587660
1594071988.2477662563323975,-0.94143840,-0.74530540,-9.84587660
1594071988.2497653961181641,-1.17679800,0.11767980,-11.33648740
1594071988.2517647743225098,-1.41215760,0.23535960,-11.49339380
1594071988.2537660598754883,-1.29447780,-0.50994580,-10.51272880
1594071988.2557737827301025,-1.05911820,-0.43149260,-10.04200960
1594071988.2577655315399170,-1.05911820,-0.43149260,-10.04200960
1594071988.2597663402557373,-0.62762560,-1.17679800,-9.72819680
1594071988.2617661952972412,-0.50994580,-0.03922660,-10.82654160
1594071988.2637665271759033,-1.17679800,-0.23535960,-10.66963520
1594071988.2657699584960938,-1.17679800,-0.23535960,-10.66963520
1594071988.2677860260009766,-1.05911820,-0.94143840,-9.96355640
1594071988.2697672843933105,-1.29447780,-1.49061080,-9.29670420
1594071988.2717671394348145,-0.66685220,-0.58839900,-10.04200960
1594071988.2737746238708496,-0.39226600,-0.19613300,-10.47350220
1594071988.2757711410522461,-0.39226600,-0.19613300,-10.47350220
1594071988.2777769565582275,-0.94143840,-1.49061080,-8.98289140
1594071988.2800481319427490,-1.29447780,0.11767980,-11.06190120
1594071988.2818131446838379,-1.37293100,-0.74530540,-9.76742340
1594071988.2837717533111572,-1.37293100,-0.74530540,-9.76742340
1594071988.2857778072357178,-0.82375860,0.23535960,-11.17958100
1594071988.2877717018127441,-0.31381280,-0.11767980,-11.10112780
1594071988.2897741794586182,-1.49061080,-0.70607880,-9.80665000
1594071988.2918379306793213,-1.01989160,-0.66685220,-10.04200960
1594071988.2937762737274170,-1.01989160,-0.66685220,-10.04200960
1594071988.2957766056060791,-1.60829060,0.27458620,-10.94422140
1594071988.2977695465087891,-1.68674380,-0.19613300,-10.74808840
1594071988.2997694015502930,-0.78453200,-0.50994580,-10.31659580
1594071988.3017692565917969,-0.78453200,-0.50994580,-10.31659580
1594071988.3037838935852051,-0.74530540,0.27458620,-11.33648740
1594071988.3057734966278076,-1.84365020,0.07845320,-10.63040860
1594071988.3077697753906250,-0.98066500,-0.54917240,-9.92432980
1594071988.3097693920135498,-1.29447780,-0.94143840,-9.88510320
1594071988.3117685317993164,-1.29447780,-0.94143840,-9.88510320
1594071988.3137698173522949,-0.27458620,-1.33370440,-9.68897020
1594071988.3157727718353271,-0.70607880,-0.15690640,-10.74808840
1594071988.3177707195281982,-1.33370440,-0.23535960,-10.12046280
1594071988.3197693824768066,-1.33370440,-0.23535960,-10.12046280
1594071988.3217692375183105,-1.72597040,0.00000000,-10.35582240
1594071988.3237707614898682,-2.00055660,-0.78453200,-9.72819680
1594071988.3257758617401123,-1.05911820,-0.62762560,-9.64974360
1594071988.3277697563171387,-1.29447780,-0.31381280,-10.19891600
1594071988.3297700881958008,-1.29447780,-0.31381280,-10.19891600
1594071988.3317699432373047,-1.33370440,0.50994580,-11.37571400
1594071988.3337705135345459,-1.41215760,0.03922660,-11.02267460
1594071988.3357739448547363,-1.33370440,-0.35303940,-10.08123620
1594071988.3377707004547119,-1.33370440,-0.35303940,-10.08123620
1594071988.3397700786590576,-1.13757140,-1.37293100,-8.94366480
1594071988.3417706489562988,-0.23535960,-1.29447780,-9.37515740
1594071988.3437716960906982,-0.70607880,-0.47071920,-10.39504900
