fs,fft_x_mag,fft_y_mag,fft_z_mag,psd_x,psd_y,psd_z
223.875,0.01286442631674145,0.005855516762359553,0.008982035614311625,0.00066197385783548,0.0001371483062170948,0.00032270785510704966
224.0,0.0037815999581394697,0.013898852546222805,0.010384903432135141,5.720199297360176e-05,0.0007727124084065765,0.0004313848771790889
224.125,0.018068329351668244,0.01095541181833384,0.006823080418992136,0.0013058581022414248,0.0004800841924371551,0.00018621770561613559
224.25,0.014832068776564358,0.005639139770831318,0.004485489574543346,0.0008799610567709413,0.00012719958941988593,8.047846689334817e-05
224.375,0.011709816857639135,0.009686494299221745,0.013312290470765691,0.0005484792433577986,0.00037531268723542144,0.0007088683103121562
224.5,0.005411816955035356,0.008361946374017189,0.015406707073489456,0.00011715105101923262,0.00027968858864775684,0.0009494664913932402
224.625,0.005524950591114449,0.013617723983578259,0.012967386952040553,0.00012210031613702358,0.00074176962597169,0.0006726124974558063
224.75,0.0035659299624492724,0.0014508603256018543,0.005176431247567711,5.086342598837388e-05,8.419982737622074e-06,0.00010718176184318163
224.875,0.002383197178610707,0.011503363424460823,0.0031069078543877944,2.2718515168552137e-05,0.0005293094803008921,3.861150566262627e-05
225.0,0.00273723848004697,0.005739886635238024,0.010714558533240664,2.9969897986599387e-05,0.00013178519434153634,0.0004592070582489613
225.125,0.009697081320901949,0.00978669564492745,0.01334287583252725,0.00037613354457674195,0.00038311764658576766,0.0007121293419289591
225.25,0.0008744544503259322,0.005329216323603073,0.006992237511761296,3.0586823427793132e-06,0.0001136021864950298,0.0001955655416835272
225.375,0.010163519840816594,0.006253391500095568,0.009844359305988724,0.0004131885422186903,0.00015641962101386997,0.0003876456405816272
225.5,0.0036328270498694514,0.005892062013672484,0.016133162726437663,5.278972949705272e-05,0.000138865579091849,0.00104111575823087
225.625,0.005290519552677081,0.010766321628747416,0.0009485013694075352,0.000111958388549034,0.00046365472565453763,3.5986193910718782e-06
225.75,0.0037067815104276773,0.006300092441304611,0.004375210946684667,5.496091666419397e-05,0.00015876465907593398,7.656988331195737e-05
225.875,0.008982955361042808,0.009676726058006518,0.018169670798138967,0.0003227739480739509,0.0003745561088068095,0.0013205477476509757
226.0,0.006627080185008664,0.005859786179827322,0.008997440233827331,0.0001756727671141379,0.00013734837629318113,0.0003238157230451793
226.125,0.0012723980671958176,0.0014817662502290994,0.006479676120960301,6.475987365614609e-06,8.782524881272025e-06,0.00016794481053017252
226.25,0.005987578352962624,0.0004649697326974771,0.006894652899402289,0.00014340437813146643,8.647874092990533e-07,0.00019014495441294557
226.375,0.006136202735030401,0.0014345073451657935,0.007075671297731823,0.00015061193602157826,8.231245293338453e-06,0.00020026049725418378
226.5,0.005051395925930093,0.005048798740272066,0.008692705541555453,0.00010206640320201257,0.0001019614748790912,0.00030225251852875556
226.625,0.006840700914236232,0.008475623508396335,0.010840022422945924,0.00018718075599212966,0.0002873447754243224,0.00047002434451988174
226.75,0.006537017698591603,0.006824554843565493,0.015698786053542368,0.00017093040156679942,0.0001862981952513329,0.0009858075342195855
226.875,0.005221028377033837,0.0055607991937279295,0.005466418965466396,0.00010903654925517033,0.00012368995069186075,0.0001195269452240428
227.0,0.0036042084125586216,0.00873012463905584,0.009689235884637961,5.1961273124633356e-05,0.00030486030485379944,0.0003755251681126239
227.125,0.0002767231003048912,0.005328412929796882,0.008312517409213974,3.0630269696940355e-07,0.00011356793740170637,0.0002763917827139416
227.25,0.0031308611107193655,0.0019320896806741142,0.00284472487709592,3.92091651784596e-05,1.4931882136669602e-05,3.236983850547359e-05
227.375,0.004714181830988199,0.004306300747664636,0.007981891042100368,8.889404134247699e-05,7.4176904517348e-05,0.0002548423384318484
227.5,0.0025943186514021206,0.004204741350565649,0.007482816836968683,2.692195706005167e-05,7.071939930062655e-05,0.00022397019126248804
227.625,0.00504463593457212,0.0013733315293096883,0.004094936857851985,0.0001017934068495053,7.544157957584349e-06,6.707403147917876e-05
227.75,0.0022331034098174826,0.0021495418194441354,0.004287843912206815,1.994700335575387e-05,1.8482120134156817e-05,7.354242166179617e-05
227.875,0.004842840271827439,0.0026468596143143443,0.002809728107637542,9.381240759373466e-05,2.8023463271553117e-05,3.1578288155393774e-05
228.0,0.0009997898011665635,0.003941146568658821,0.013088094904671223,3.998318586066706e-06,6.21305451026048e-05,0.0006851929129347233
228.125,0.00735103443588541,0.007296022353865384,0.007163681661563,0.0002161508291102925,0.00021292776875241352,0.00020527333979285614
